,CSD_code,Electronic_E,Dispersion_E,Dipole_M,Metal_q,HL_Gap,HOMO_Energy,LUMO_Energy,Polarizability
1146,COJRUR,-4004.245023,-0.308543,8.871,1.35969,0.08033,-0.14701,-0.06668,714.694121
1147,QOFHOK,-3373.246071,-0.226832,7.0828,1.51451,0.13605,-0.19587,-0.05982,573.355462
1148,HAFZEV,-1237.734179,-0.13102,0.8135,1.96325,0.14514,-0.16143,-0.01629,361.631258
1149,TUCSUF,-2726.466421,-0.153583,5.7984,1.69034,0.17176,-0.20663,-0.03487,449.563646
1150,USEMUB,-1751.255739,-0.17546,3.8561,1.82789,0.1465,-0.16562,-0.01912,468.425583
1151,XERTUK,-2762.066511,-0.206359,15.4805,1.50743,0.09688,-0.19344,-0.09656,586.744706
1152,MAQNAT,-1895.424812,-0.141991,0.1644,1.96443,0.1373,-0.18281,-0.04551,392.816712
1153,QOCKUO,-4093.432804,-0.319482,0.0187,1.07051,0.03391,-0.06319,-0.02928,785.12785
1154,RIGYUB,-10789.545535,-0.052266,10.4099,0.95979,0.21854,-0.1017,0.11684,230.398155
1155,TATTOY,-1761.040769,-0.166423,12.0225,1.65976,0.15397,-0.21018,-0.05621,422.933844
1156,PONQAN,-1399.867484,-0.072986,7.6082,1.47786,0.17641,-0.18718,-0.01077,210.903738
1157,QUGJUY,-1788.394344,-0.147921,5.0168,1.92116,0.13795,-0.16406,-0.02611,406.432541
1158,IFEHIM,-3322.075043,-0.274285,2.1608,1.26072,0.10383,-0.16088,-0.05705,652.517401
1159,KUKQOX,-2394.627368,-0.212065,4.2143,1.5996,0.16914,-0.18091,-0.01177,523.801388
1160,EMUTAJ,-921.356122,-0.090936,5.6608,1.91223,0.17642,-0.28397,-0.10755,259.905548
1161,RAGYIJ,-1659.116663,-0.075777,0.725,1.87668,0.14587,-0.11529,0.03058,282.650101
1162,OVIPUF,-2310.43428,-0.130815,8.0134,1.48074,0.14851,-0.17235,-0.02384,349.686124
1163,OZUZEQ,-2376.072375,-0.182832,5.5617,1.72193,0.11327,-0.19155,-0.07828,510.441088
1164,GUXFUB,-2970.194081,-0.221084,4.0393,1.81104,0.14122,-0.16452,-0.0233,562.322459
1165,NAHDOQ,-3203.580432,-0.241688,4.5825,1.53619,0.13515,-0.19309,-0.05794,593.2088
1166,PIWZOM,-884.09395,-0.074222,7.9387,1.64173,0.14748,-0.17628,-0.0288,248.245544
1167,MENQOL,-1887.212192,-0.126408,3.8359,1.68514,0.14503,-0.33536,-0.19033,387.918322
1168,DARYEC,-1595.349704,-0.158205,2.9778,1.95997,0.09579,-0.15866,-0.06287,447.890446
1169,QIHZOZ,-3240.755009,-0.28712,6.0524,1.71419,0.09915,-0.15428,-0.05513,713.607012
1170,AMAWEQ,-2676.47874,-0.234321,4.8566,1.40389,0.09671,-0.1553,-0.05859,548.012642
1171,EXADAI,-2120.186038,-0.135287,7.9169,1.28839,0.1668,-0.17038,-0.00358,339.568633
1172,XIXDAL,-2300.280445,-0.123271,6.0625,1.43067,0.1461,-0.19876,-0.05266,358.803586
1173,RUXTEL,-5953.325538,-0.245658,3.0208,0.96281,0.10521,-0.16998,-0.06477,611.55149
1174,FUDSOO,-2903.235512,-0.198877,6.3114,1.04427,0.15012,-0.19344,-0.04332,538.96677
1175,YICSEJ,-3312.485389,-0.122578,10.3493,0.50418,0.16924,-0.23088,-0.06164,331.499704
1176,HOTJUV,-3098.239107,-0.277453,4.4075,1.85334,0.14631,-0.19252,-0.04621,662.452145
1177,FURLOT,-955.949679,-0.081829,1.0079,1.6253,0.14395,-0.15856,-0.01461,272.589713
1178,FUDMIC,-2517.664064,-0.142908,7.3892,0.87532,0.13372,-0.17506,-0.04134,434.292096
1179,NICJEQ,-2081.113433,-0.21005,5.2826,1.77429,0.11586,-0.15583,-0.03997,514.334868
1180,EJOBAG,-2630.59063,-0.22297,4.5553,1.83912,0.16242,-0.16879,-0.00637,558.786376
1181,UKOQIV,-2577.306229,-0.139412,1.53,1.51737,0.0907,-0.17397,-0.08327,409.296329
1182,IXUREY,-2488.142741,-0.223502,2.567,1.44098,0.12677,-0.1828,-0.05603,515.726799
1183,ICOGAJ,-2067.852354,-0.197199,1.9826,1.9529,0.1389,-0.1796,-0.0407,494.82111
1184,PAWXAM,-3042.152034,-0.230375,2.9848,1.81399,0.12668,-0.17284,-0.04616,608.90667
1185,XEQSET,-2233.398733,-0.185221,1.7108,1.56191,0.11224,-0.15674,-0.0445,481.407884
1186,QELKAU,-3049.643227,-0.204129,2.4344,1.54199,0.13713,-0.19369,-0.05656,525.344355
1187,HOCXIH,-2460.778501,-0.16195,1.1657,1.29103,0.13427,-0.21358,-0.07931,442.848534
1188,VERMIR,-2896.50642,-0.224234,0.8656,1.28813,0.1323,-0.17442,-0.04212,546.677073
1189,HUTFIM,-2247.908992,-0.205421,4.1504,1.95151,0.09651,-0.16284,-0.06633,529.145164
1190,ZUGJUI,-3472.717073,-0.253714,7.2094,1.51817,0.15389,-0.19112,-0.03723,613.10144
1191,UBEQUP,-1358.204268,-0.136235,3.8858,1.8277,0.11926,-0.16922,-0.04996,385.112206
1192,TEHPOM,-3397.239587,-0.322758,4.8817,1.87891,0.16144,-0.18632,-0.02488,797.946222
1193,CEBKOM,-1591.90284,-0.117445,3.7549,1.85734,0.14546,-0.17892,-0.03346,350.75945
1194,KANTIF,-3430.306881,-0.304687,4.9294,1.14495,0.13608,-0.19003,-0.05395,741.647752
1195,YIGNOU,-3436.290666,-0.261239,4.2965,1.41521,0.10363,-0.18268,-0.07905,652.748877
1196,PAFSOH,-2957.282869,-0.238591,3.9558,1.54024,0.14172,-0.18993,-0.04821,582.152932
1197,OVIQAM,-2090.745202,-0.177697,2.1351,1.96868,0.0908,-0.16875,-0.07795,484.456134
1198,SODNUW,-1921.746039,-0.069144,0.3339,1.70538,0.15859,-0.1619,-0.00331,273.610627
1199,UZOREI,-2762.575412,-0.282382,3.7115,1.93337,0.15831,-0.18717,-0.02886,668.717545
1200,MEDMOX,-1037.289054,-0.094088,8.6723,1.87741,0.08654,-0.10554,-0.019,288.838903
1201,KAYBOB,-1237.724453,-0.130446,1.4191,1.93825,0.1423,-0.17093,-0.02863,362.189601
1202,UBERIE,-1743.750736,-0.19445,4.0779,1.81807,0.10495,-0.16811,-0.06316,493.518021
1203,PAKVUU,-2199.801804,-0.167398,4.9647,1.64683,0.08991,-0.17495,-0.08504,494.986212
1204,QALJOE,-1847.586634,-0.170565,1.5617,1.72168,0.10855,-0.19857,-0.09002,486.146323
1205,XINNEO,-1422.43005,-0.082347,4.6434,2.02319,0.15596,-0.34481,-0.18885,286.739104
1206,GINROK,-1765.570795,-0.06521,10.7817,1.26428,0.23449,-0.35283,-0.11834,207.649234
1207,KEZZUN,-2236.008726,-0.072514,8.8119,1.18141,0.10719,-0.21331,-0.10612,266.509749
1208,SEZZUU,-1682.069405,-0.096719,6.4964,1.03531,0.16159,-0.30273,-0.14114,313.54145
1209,TOJMAH,-7598.239549,-0.185407,3.0489,0.80338,0.15924,-0.19999,-0.04075,498.023975
1210,JIYVIX,-3176.154954,-0.228887,4.1533,1.62714,0.14153,-0.18741,-0.04588,578.016484
1211,RURGES,-1687.021986,-0.180518,4.285,1.90571,0.10986,-0.18046,-0.0706,504.161144
1212,PUQMEU,-5181.40194,-0.421623,5.9008,1.79375,0.10618,-0.15799,-0.05181,964.35724
1213,BALTAM,-2763.364128,-0.15627,8.1143,1.63906,0.13117,-0.19634,-0.06517,433.091016
1214,MINQEF,-9630.335679,-0.396546,2.0713,1.09113,0.15696,-0.28794,-0.13098,966.76727
1215,QIRZAU,-2078.873297,-0.202915,5.1839,2.00263,0.164,-0.1631,0.0009,530.799782
1216,XUFGIQ,-2372.017037,-0.129092,5.8406,1.28927,0.11041,-0.13624,-0.02583,349.709237
1217,IBIFEE,-4241.928226,-0.435937,2.8827,1.4981,0.14886,-0.18479,-0.03593,948.553198
1218,NUZHEW,-5225.505302,-0.360195,3.7587,1.43946,0.10798,-0.1808,-0.07282,899.558152
1219,QOKPUC,-1267.011032,-0.109836,2.0869,1.95195,0.17651,-0.2959,-0.11939,326.983644
1220,DUDREA,-1292.936551,-0.14777,6.1605,1.90852,0.09801,-0.0271,0.07091,418.863588
1221,SOMQAN,-3900.412543,-0.253742,6.7076,1.51687,0.11615,-0.18623,-0.07008,634.753328
1222,EXACUB,-2960.772372,-0.137811,8.413,0.6941,0.16705,-0.18324,-0.01619,338.410735
1223,BAWNEU,-2728.019692,-0.200263,6.5129,1.60414,0.18811,-0.24119,-0.05308,475.531073
1224,PADGIL,-1782.826506,-0.169583,3.908,1.90943,0.13978,-0.16161,-0.02183,451.335629
1225,LACNOU,-3057.378242,-0.218644,4.5516,0.91626,0.13306,-0.16181,-0.02875,523.262921
1226,QALJIY,-1847.514299,-0.17625,3.2939,1.70311,0.09176,-0.17649,-0.08473,485.3347
1227,LODRUS,-3167.436165,-0.299258,3.4224,1.71888,0.23075,-0.19272,0.03803,637.658678
1228,IJAYUO,-2347.765159,-0.160613,0.9282,1.41422,0.1371,-0.1939,-0.0568,416.663485
1229,YEZROM,-3321.900344,-0.247376,5.307,0.83005,0.09311,-0.1489,-0.05579,599.017081
1230,NICHAJ,-2369.819409,-0.09554,17.3446,0.99957,0.16983,-0.22555,-0.05572,302.019094
1231,FUDSEE,-2920.59057,-0.196574,4.8995,0.90981,0.11226,-0.16118,-0.04892,537.814613
1232,CURVIV,-2649.303038,-0.224166,12.1645,1.17116,0.063,-0.10978,-0.04678,534.518156
1233,LITSEO,-2776.346911,-0.22916,5.7487,1.69933,0.07176,-0.17236,-0.1006,573.894309
1234,GUSQIU,-2796.049964,-0.169277,6.0736,1.49334,0.10762,-0.19079,-0.08317,468.296032
1235,WONHOZ,-3673.430022,-0.26745,8.5212,1.1923,0.11341,-0.18544,-0.07203,665.459013
1236,XANYUG,-2088.203323,-0.132673,8.9101,0.74009,0.12602,-0.19332,-0.0673,438.265819
1237,ROJMEJ,-1480.320618,-0.164474,10.1767,1.96985,0.13693,-0.15395,-0.01702,446.657357
1238,ZESZIJ,-4519.1645,-0.348636,6.2078,1.72509,0.10587,-0.18303,-0.07716,796.051022
1239,EMASUI,-2188.696318,-0.138523,17.1962,1.5061,0.17323,-0.22406,-0.05083,406.27452
1240,WUZJOQ,-2795.029946,-0.213119,4.6972,1.57269,0.15213,-0.18168,-0.02955,530.143612
1241,YOSHEV,-3617.773805,-0.303873,5.5602,1.18745,0.082,-0.16592,-0.08392,692.960109
1242,PESYIY,-2700.659003,-0.221114,8.4878,1.86704,0.15216,-0.1728,-0.02064,553.870384
1243,BADQUU,-3291.091765,-0.293964,3.7222,2.00501,0.15259,-0.16501,-0.01242,694.95009
1244,LULGAC,-1964.109426,-0.222521,12.8561,1.75973,0.12723,-0.18849,-0.06126,541.884086
1245,FUDRUT,-3250.54094,-0.216847,5.7686,0.90635,0.10628,-0.15816,-0.05188,575.908918
1246,HOCXUT,-2775.12526,-0.210179,1.2521,1.27744,0.1354,-0.21381,-0.07841,536.226752
1247,EMUTEN,-1456.911779,-0.128571,8.3702,1.73535,0.15544,-0.28862,-0.13318,397.35265
1248,XEVDAE,-1602.763418,-0.135213,3.7946,1.8704,0.1391,-0.16714,-0.02804,368.300463
1249,LAWRAC,-1156.376353,-0.113946,9.2823,1.87732,0.09379,-0.10042,-0.00663,328.306764
1250,PIHDER,-1750.201258,-0.169961,7.1271,1.94581,0.13368,-0.15606,-0.02238,466.974743
1251,ELEJOU,-6795.868303,-0.11115,1.015,0.95919,0.12634,-0.18283,-0.05649,308.460079
1252,HUWFEK,-10336.802923,-0.298646,4.5627,0.669,0.15673,-0.32028,-0.16355,751.962873
1253,BOBJIM,-2093.952,-0.150256,0.6871,1.37265,0.13452,-0.17474,-0.04022,391.866575
1254,AYOZIX,-2609.289517,-0.156477,0.8609,1.96999,0.13783,-0.20687,-0.06904,450.413872
1255,SUSKOH,-2014.580141,-0.131341,7.469,1.603,0.13324,-0.24625,-0.11301,376.016001
1256,UJAXEJ,-2758.738043,-0.259781,2.0422,1.92302,0.10178,-0.14913,-0.04735,639.476478
1257,NAXTOY,-3250.965302,-0.246045,2.7417,1.36633,0.11761,-0.18216,-0.06455,596.625454
1258,BICXUI,-2481.82548,-0.163213,2.0684,1.30864,0.1355,-0.21009,-0.07459,441.316273
1259,DANVAP,-3029.832224,-0.242727,3.9352,1.56231,0.08431,-0.16931,-0.085,669.677181
1260,RIKGID,-2684.966719,-0.175486,4.7737,1.45995,0.1209,-0.17394,-0.05304,459.647463
1261,ENAFOO,-2139.871683,-0.179855,3.0553,1.98238,0.13935,-0.18449,-0.04514,479.566154
1262,QUBWIT,-3766.072942,-0.166957,4.2798,1.43188,0.17169,-0.21963,-0.04794,435.705032
1263,SIHZER,-1202.263964,-0.119821,4.4626,1.99697,0.14484,-0.1659,-0.02106,347.733572
1264,WUFTAS,-2065.686669,-0.151638,10.4927,1.08737,0.11331,-0.32534,-0.21203,433.264139
1265,GAJCEB,-10887.575253,-0.277464,11.9241,1.84671,0.1,-0.19561,-0.09561,784.802145
1266,USELIO,-3390.36664,-0.205079,12.2129,1.30001,0.14881,-0.22161,-0.0728,533.355381
1267,FUDTAB,-2669.871905,-0.167595,6.5156,1.04987,0.15248,-0.19713,-0.04465,479.22973
1268,QELKIC,-3243.148229,-0.209685,4.7558,1.58201,0.14494,-0.18896,-0.04402,544.280461
1269,IPISOQ,-3145.406667,-0.198905,3.9984,1.54417,0.12742,-0.17671,-0.04929,523.02666
1270,FOCGEM,-2201.509482,-0.146763,6.4802,1.49099,0.09532,-0.20704,-0.11172,431.523165
1271,YOSMID,-1342.81115,-0.14567,6.2862,2.04221,0.13417,-0.14602,-0.01185,400.010656
1272,HEXYUG,-2983.338721,-0.133911,2.6637,1.1906,0.08719,-0.18018,-0.09299,393.867049
1273,TUCTAM,-3031.130063,-0.196926,1.1637,1.63418,0.1679,-0.19368,-0.02578,523.504448
1274,FIYWUF,-1493.823657,-0.071568,13.8387,1.58164,0.19835,-0.2562,-0.05785,217.487797
1275,LIRGOI,-3560.816924,-0.188509,0.8741,1.00293,0.09623,-0.18714,-0.09091,481.415667
1276,MORZOK,-2505.529981,-0.294757,5.137,1.95682,0.0835,-0.15046,-0.06696,703.145145
1277,EXUYUT,-2708.374072,-0.308712,6.1766,1.99625,0.13328,-0.15275,-0.01947,749.023552
1278,RISYUQ,-4121.416602,-0.208086,10.5102,1.66625,0.10064,-0.21774,-0.1171,582.149159
1279,MIRYOD,-2433.684294,-0.10354,6.3714,1.70665,0.18373,-0.1988,-0.01507,314.400222
1280,PUBREK,-2309.466705,-0.2705,4.591,1.86351,0.09779,-0.15569,-0.0579,623.410381
1281,ARIKUI,-1926.718127,-0.138577,4.7755,1.93746,0.14479,-0.1795,-0.03471,400.075077
1282,QEHXUY,-3396.073722,-0.291708,4.2007,1.07023,0.13306,-0.18921,-0.05615,706.538244
1283,ERASIZ,-1693.870421,-0.060146,0.0035,0.30426,0.15957,-0.07298,0.08659,278.092114
1284,TAKBEP,-3503.773001,-0.284145,8.6352,1.95195,0.12851,-0.19037,-0.06186,700.019046
1285,IXURAU,-3217.966167,-0.267882,4.6794,1.20224,0.0971,-0.16756,-0.07046,601.218388
1286,OVAHAV,-2225.950813,-0.229327,2.5594,1.91976,0.11715,-0.18091,-0.06376,589.916691
1287,HAFZIZ,-1198.438487,-0.124279,0.7156,1.93646,0.14676,-0.16261,-0.01585,349.950016
1288,WUQBUG,-988.297721,-0.099819,4.8105,1.97402,0.13305,-0.16745,-0.0344,300.89224
1289,FUDMEY,-2847.633558,-0.160412,6.7597,0.88053,0.13801,-0.1812,-0.04319,472.178253
1290,LAZQAF,-2047.014637,-0.189696,6.1753,1.88244,0.09137,-0.16441,-0.07304,509.425496
1291,ITUWUP,-2025.739545,-0.127207,5.4461,1.45525,0.17566,-0.21486,-0.0392,354.612579
1292,TOQVAX,-1595.444024,-0.169408,0.6639,1.90505,0.18016,-0.17252,0.00764,435.045617
1293,PESZOC,-2544.027291,-0.250967,3.7378,1.92138,0.15348,-0.19608,-0.0426,608.408674
1294,QOKJEG,-3509.999403,-0.257648,6.5588,1.52191,0.11778,-0.20067,-0.08289,650.548531
1295,LOMYUJ,-3117.019791,-0.093592,7.5653,0.55401,0.11804,-0.22385,-0.10581,290.725437
1296,ZUXPUD,-2020.979323,-0.162778,0.2118,2.01776,0.16279,-0.18079,-0.018,456.800986
1297,IFEGOR,-2997.680277,-0.238821,6.481,1.29755,0.10142,-0.15813,-0.05671,572.891455
1298,AGUVUT,-1733.43764,-0.130342,0.8855,1.44065,0.12899,-0.16706,-0.03807,344.203557
1299,TASGUQ,-8459.255799,-0.266659,0.0331,1.33653,0.23074,-0.28152,-0.05078,621.371609
1300,KINDEQ,-3235.367395,-0.111025,6.1915,1.72727,0.11787,-0.24,-0.12213,339.883508
1301,RATLOQ,-4696.082503,-0.263805,1.0398,1.64175,0.01127,-0.16474,-0.15347,649.755648
1302,IXUQUN,-2908.430513,-0.223394,3.1856,1.21957,0.12688,-0.18655,-0.05967,515.174978
1303,ILAYAV,-2845.236718,-0.243217,2.0092,1.87417,0.14896,-0.15677,-0.00781,580.846605
1304,RIFXAH,-3295.709825,-0.187025,8.3791,1.36053,0.11759,-0.18072,-0.06313,493.541164
1305,GOJQAX,-3654.208125,-0.215942,18.135,1.66229,0.10303,-0.23916,-0.13613,578.005805
1306,EFEHON,-1588.107998,-0.129505,7.7214,1.8793,0.15935,-0.16617,-0.00682,355.27382
1307,GIZXOE,-3193.029155,-0.355019,2.5517,1.94633,0.13263,-0.18276,-0.05013,833.534551
1308,TEZSIC,-2683.152016,-0.219871,6.4898,1.91666,0.12698,-0.17794,-0.05096,581.771267
1309,IDEPAI,-2764.737072,-0.284395,3.4276,2.11241,0.16724,-0.18378,-0.01654,666.451737
1310,UMEWIT,-1645.426768,-0.142455,7.051,1.74957,0.11998,-0.17693,-0.05695,406.006632
1311,MUBPUW,-2485.042584,-0.130672,6.1551,1.34365,0.14055,-0.18108,-0.04053,382.542377
1312,BIRJUH,-2366.44273,-0.214574,15.8783,1.73699,0.08679,-0.06101,0.02578,565.62446
1313,RIHXUE,-2282.046567,-0.172879,2.3393,1.85644,0.02114,-0.16894,-0.1478,484.650179
1314,NEPPEG,-2652.98918,-0.2338,4.6808,1.32323,0.09699,-0.14897,-0.05198,540.574753
1315,TAZHEI,-1197.597527,-0.092574,6.9563,1.89836,0.18184,-0.27999,-0.09815,279.388907
1316,QEJFES,-2181.220382,-0.26617,5.2357,1.90961,0.10603,-0.157,-0.05097,619.057693
1317,YUFXAZ,-1605.898677,-0.12991,3.6159,1.65053,0.13904,-0.18706,-0.04802,391.54128
1318,UBAMUI,-2432.842934,-0.157148,11.0858,1.53546,0.12562,-0.21092,-0.0853,474.057352
1319,ROXBAJ,-2876.065936,-0.233914,8.7667,1.7737,0.07034,-0.17408,-0.10374,588.8858
1320,JASWEG,-3056.912042,-0.178395,14.1872,1.39021,0.12621,-0.17491,-0.0487,483.626211
1321,COSCAR,-2159.05072,-0.166224,0.894,0.99446,0.13103,-0.16704,-0.03601,398.054853
1322,WONHUF,-3794.714908,-0.302174,7.5122,1.27664,0.11773,-0.17573,-0.058,717.62487
1323,SURBEO,-2993.356365,-0.194549,3.0631,1.26563,0.13599,-0.18778,-0.05179,507.773239
1324,AFOYID,-1623.985695,-0.126168,5.0511,1.52068,0.08081,-0.17154,-0.09073,332.677623
1325,POSWUQ,-3852.178634,-0.261944,8.9664,1.45434,0.13352,-0.18728,-0.05376,670.524224
1326,FUPZIA,-3112.958868,-0.346549,0.9525,1.93085,0.13537,-0.09212,0.04325,823.591564
1327,LODHIV,-6891.222768,-0.185682,8.985,1.19197,0.11448,-0.18089,-0.06641,498.71827
1328,SIMWAO,-3791.186852,-0.417256,10.8585,1.83455,0.09764,-0.15756,-0.05992,923.1812
1329,TEZSEY,-3251.738118,-0.207062,7.0299,1.44604,0.13636,-0.19664,-0.06028,543.346479
1330,KETFAT,-5557.901868,-0.427361,0.2604,0.97279,0.10492,-0.20478,-0.09986,1046.58924
1331,VEVTAT,-2775.68698,-0.274344,1.6114,1.81716,0.12846,-0.17557,-0.04711,654.50515
1332,JINMUP,-1920.770748,-0.131523,1.0784,1.17676,0.13644,-0.16488,-0.02844,343.26497
1333,QOXLIZ,-2716.294977,-0.150512,6.1003,1.77712,0.1098,-0.35194,-0.24214,424.312687
1334,IYEFIC,-3267.161571,-0.347627,4.436,2.02947,0.11289,-0.19066,-0.07777,812.85861
1335,HAMZOK,-1870.552777,-0.07137,6.6195,1.59665,0.10184,-0.33477,-0.23293,229.170973
1336,KITJEF,-2682.219925,-0.052812,3.7358,0.60616,0.20802,-0.23538,-0.02736,188.403882
1337,JASWAC,-2625.527376,-0.143791,9.4161,1.55752,0.16924,-0.19455,-0.02531,395.714271
1338,BUGREC,-11119.164364,-0.349064,6.111,1.06649,0.21523,-0.19517,0.02006,801.83941
1339,HUQBUR,-3269.117096,-0.408513,3.2166,2.18859,0.12634,-0.18234,-0.056,914.413991
1340,AKAFIC,-2576.947062,-0.295359,5.8443,1.80087,0.05574,-0.13823,-0.08249,703.553148
1341,XONZIJ,-4104.829048,-0.319017,2.192,1.40293,0.14539,-0.18139,-0.036,790.694663
1342,FAMVEV,-1263.455275,-0.15518,0.2484,1.71949,0.13066,-0.15635,-0.02569,373.231987
1343,RIKLAA,-1875.710909,-0.181361,1.8152,1.97487,0.12372,-0.19388,-0.07016,501.629979
1344,NIQCOH,-1666.607385,-0.105834,5.6731,1.55274,0.13798,-0.34823,-0.21025,314.513003
1345,PIYTAU,-2154.257232,-0.234702,5.3345,1.85301,0.12794,-0.1502,-0.02226,578.704703
1346,RAMHIY,-1245.703525,-0.131097,3.6285,2.00678,0.09522,-0.15449,-0.05927,376.682223
1347,NIDCEI,-2609.289525,-0.156513,0.85,1.96956,0.13783,-0.20683,-0.069,450.411366
1348,PIHDAN,-2600.069326,-0.302742,3.8026,1.92095,0.12838,-0.15559,-0.02721,706.751624
1349,SOQJUG,-3637.758004,-0.264703,7.0809,1.51286,0.18106,-0.22314,-0.04208,626.112111
1350,NIKKUO,-2181.183523,-0.20042,6.3931,0.98176,0.13563,-0.19423,-0.0586,507.026521
1351,PACMOV,-2207.886305,-0.190461,2.9174,1.76763,0.12995,-0.17361,-0.04366,491.531351
1352,HUQBOL,-3611.517713,-0.289874,6.2253,1.13513,0.12212,-0.18551,-0.06339,672.02189
1353,ATOVIP,-3286.275187,-0.307367,3.2909,1.65261,0.11111,-0.15922,-0.04811,782.48816
1354,ROCWAJ,-1940.294252,-0.147155,6.9742,1.83337,0.0963,-0.18762,-0.09132,437.56529
1355,BORQOO,-3916.658933,-0.233951,12.6641,1.52819,0.06815,-0.25541,-0.18726,618.734944
1356,VOGHUW,-2267.237494,-0.171766,4.9382,1.34672,0.10744,-0.15772,-0.05028,438.485753
1357,VOQWUT,-3649.198749,-0.322422,9.1645,1.76975,0.10117,-0.15737,-0.0562,769.487009
1358,LUSBEH,-3417.133941,-0.245734,18.3595,1.338,0.09924,-0.18111,-0.08187,635.279475
1359,VEVTEX,-2963.674975,-0.291009,3.931,1.86114,0.12284,-0.17288,-0.05004,700.972584
1360,TATTEO,-1482.276867,-0.12426,12.6034,1.52151,0.17308,-0.20989,-0.03681,331.18654
1361,MIRYUJ,-2433.684308,-0.103555,6.3489,1.70631,0.18374,-0.19882,-0.01508,314.399455
1362,YIGPAI,-2713.948158,-0.256879,4.1734,1.77721,0.11167,-0.1795,-0.06783,633.179177
1363,RIKGEZ,-2370.607464,-0.129479,4.5853,1.49201,0.11848,-0.17556,-0.05708,368.562079
1364,BEPDAD,-2349.999478,-0.267506,2.6874,1.86085,0.11189,-0.15535,-0.04346,631.430509
1365,RILRUC,-2089.174655,-0.247974,6.8387,1.84493,0.09346,-0.15238,-0.05892,583.806247
1366,OVAHUP,-2111.482739,-0.224942,0.7681,1.94228,0.12184,-0.18961,-0.06777,572.422137
1367,HUDGIY,-3886.0868,-0.224781,4.0962,1.71001,0.12939,-0.18744,-0.05805,607.676945
1368,NAHNOB,-2198.741225,-0.129462,1.4037,1.52835,0.15113,-0.22494,-0.07381,353.702697
1369,XIDCOD,-4202.532408,-0.300987,8.597,1.69696,0.14017,-0.19864,-0.05847,720.845789
1370,COWZIY,-1915.522238,-0.18491,4.2821,1.9385,0.0996,-0.16052,-0.06092,486.810508
1371,NAXYUJ,-3487.929737,-0.280913,3.0609,1.43666,0.12307,-0.18226,-0.05919,672.2776
1372,ZERWEB,-1106.948365,-0.120678,5.2761,1.88078,0.13507,-0.29452,-0.15945,306.004811
1373,AXOMOP,-1726.711277,-0.130983,0.7364,1.64066,0.13218,-0.16651,-0.03433,353.422274
1374,OCEKUF,-2992.494738,-0.132098,0.0728,1.60549,0.10777,-0.09612,0.01165,426.349921
1375,CABCOZ,-2153.632276,-0.214493,4.396,1.99016,0.15579,-0.19474,-0.03895,535.433591
1376,TAMVEK,-2878.664297,-0.303854,1.76,1.90711,0.10783,-0.07134,0.03649,783.54398
1377,MOMKIJ,-2905.082616,-0.18805,3.4268,1.46555,0.09183,-0.1838,-0.09197,508.16875
1378,DEKQAN,-4067.079109,-0.307657,18.9115,1.50928,0.15217,-0.22184,-0.06967,735.684865
1379,WUYKIL,-2072.22779,-0.173842,1.8375,1.51103,0.08874,-0.1641,-0.07536,454.043249
1380,ABEVAG,-8416.615647,-0.062777,2.0852,1.00116,0.18038,-0.19775,-0.01737,262.988421
1381,IKERUM,-1218.291452,-0.122161,2.7579,1.7108,0.13027,-0.16522,-0.03495,338.295015
1382,ZAVZEE,-4085.754388,-0.379731,10.4142,1.20339,0.01373,-0.12822,-0.11449,848.529575
1383,XIQQIZ,-1203.354757,-0.135455,1.6816,1.86307,0.1386,-0.16698,-0.02838,348.244827
1384,RUXSIO,-3552.084263,-0.249437,5.323,1.16976,0.09257,-0.15435,-0.06178,588.034505
1385,REYVOI,-2227.429616,-0.187241,2.0351,1.55837,0.118,-0.15499,-0.03699,469.526338
1386,JIKVIL,-2382.866193,-0.174105,8.6025,1.82579,0.14378,-0.17995,-0.03617,484.893047
1387,JUKGUR,-2603.332118,-0.079571,1.8264,0.73506,0.18811,-0.34707,-0.15896,226.274816
1388,JACPEI,-2705.967122,-0.262331,3.0684,1.33713,0.18288,-0.2011,-0.01822,554.166148
1389,KALVEA,-1892.78164,-0.152645,1.0907,1.48664,0.16895,-0.17484,-0.00589,374.436817
1390,ZEYFEO,-2007.805028,-0.117863,4.7164,0.80589,0.11391,-0.2001,-0.08619,318.422011
1391,UMAGUM,-2845.381637,-0.179509,4.5064,0.88322,0.1089,-0.19054,-0.08164,496.474474
1392,VORVUV,-2725.531888,-0.091975,8.5675,0.20526,0.12425,-0.20128,-0.07703,285.078847
1393,FEKHIM,-1860.242282,-0.072769,0.2455,0.52775,0.1165,-0.2159,-0.0994,212.631166
1394,VALPON,-1252.578592,-0.173936,12.8817,1.48064,0.11806,-0.20779,-0.08973,393.653638
1395,HALFEG,-1239.647926,-0.134131,5.1431,2.0824,0.16045,-0.17554,-0.01509,336.694412
1396,PODMEA,-2086.53079,-0.126612,3.5318,0.80487,0.11657,-0.18994,-0.07337,348.388162
1397,HUYNIY,-1644.145411,-0.07872,6.1966,0.74078,0.12131,-0.19369,-0.07238,225.05951
1398,USEHAC,-1853.970827,-0.098527,10.7497,1.09813,0.14941,-0.23436,-0.08495,265.735019
1399,LIXMEK,-2860.381804,-0.191411,7.6924,1.34738,0.10917,-0.19067,-0.0815,456.125502
1400,RIQHOQ,-1509.75263,-0.149033,2.4277,1.87982,0.10545,-0.15862,-0.05317,366.651388
