CSD_code;Electronic_E;Dispersion_E;Dipole_M;Metal_q;HL_Gap;HOMO_Energy;LUMO_Energy;Polarizability
SIMWAO;-3791.186852;-0.417256;10.858500;1.834550;0.097640;-0.157560;-0.059920;923.181200
TEZSEY;-3251.738118;-0.207062;7.029900;1.446040;0.136360;-0.196640;-0.060280;543.346479
KETFAT;-5557.901868;-0.427361;0.260400;0.972790;0.104920;-0.204780;-0.099860;1046.589240
VEVTAT;-2775.686980;-0.274344;1.611400;1.817160;0.128460;-0.175570;-0.047110;654.505150
JINMUP;-1920.770748;-0.131523;1.078400;1.176760;0.136440;-0.164880;-0.028440;343.264970
QOXLIZ;-2716.294977;-0.150512;6.100300;1.777120;0.109800;-0.351940;-0.242140;424.312687
IYEFIC;-3267.161571;-0.347627;4.436000;2.029470;0.112890;-0.190660;-0.077770;812.858610
HAMZOK;-1870.552777;-0.071370;6.619500;1.596650;0.101840;-0.334770;-0.232930;229.170973
KITJEF;-2682.219925;-0.052812;3.735800;0.606160;0.208020;-0.235380;-0.027360;188.403882
JASWAC;-2625.527376;-0.143791;9.416100;1.557520;0.169240;-0.194550;-0.025310;395.714271
BUGREC;-11119.164364;-0.349064;6.111000;1.066490;0.215230;-0.195170;0.020060;801.839410
HUQBUR;-3269.117096;-0.408513;3.216600;2.188590;0.126340;-0.182340;-0.056000;914.413991
AKAFIC;-2576.947062;-0.295359;5.844300;1.800870;0.055740;-0.138230;-0.082490;703.553148
XONZIJ;-4104.829048;-0.319017;2.192000;1.402930;0.145390;-0.181390;-0.036000;790.694663
FAMVEV;-1263.455275;-0.155180;0.248400;1.719490;0.130660;-0.156350;-0.025690;373.231987
RIKLAA;-1875.710909;-0.181361;1.815200;1.974870;0.123720;-0.193880;-0.070160;501.629979
NIQCOH;-1666.607385;-0.105834;5.673100;1.552740;0.137980;-0.348230;-0.210250;314.513003
PIYTAU;-2154.257232;-0.234702;5.334500;1.853010;0.127940;-0.150200;-0.022260;578.704703
RAMHIY;-1245.703525;-0.131097;3.628500;2.006780;0.095220;-0.154490;-0.059270;376.682223
NIDCEI;-2609.289525;-0.156513;0.850000;1.969560;0.137830;-0.206830;-0.069000;450.411366
PIHDAN;-2600.069326;-0.302742;3.802600;1.920950;0.128380;-0.155590;-0.027210;706.751624
SOQJUG;-3637.758004;-0.264703;7.080900;1.512860;0.181060;-0.223140;-0.042080;626.112111
NIKKUO;-2181.183523;-0.200420;6.393100;0.981760;0.135630;-0.194230;-0.058600;507.026521
PACMOV;-2207.886305;-0.190461;2.917400;1.767630;0.129950;-0.173610;-0.043660;491.531351
HUQBOL;-3611.517713;-0.289874;6.225300;1.135130;0.122120;-0.185510;-0.063390;672.021890
ATOVIP;-3286.275187;-0.307367;3.290900;1.652610;0.111110;-0.159220;-0.048110;782.488160
ROCWAJ;-1940.294252;-0.147155;6.974200;1.833370;0.096300;-0.187620;-0.091320;437.565290
BORQOO;-3916.658933;-0.233951;12.664100;1.528190;0.068150;-0.255410;-0.187260;618.734944
VOGHUW;-2267.237494;-0.171766;4.938200;1.346720;0.107440;-0.157720;-0.050280;438.485753
VOQWUT;-3649.198749;-0.322422;9.164500;1.769750;0.101170;-0.157370;-0.056200;769.487009
LUSBEH;-3417.133941;-0.245734;18.359500;1.338000;0.099240;-0.181110;-0.081870;635.279475
VEVTEX;-2963.674975;-0.291009;3.931000;1.861140;0.122840;-0.172880;-0.050040;700.972584
TATTEO;-1482.276867;-0.124260;12.603400;1.521510;0.173080;-0.209890;-0.036810;331.186540
MIRYUJ;-2433.684308;-0.103555;6.348900;1.706310;0.183740;-0.198820;-0.015080;314.399455
YIGPAI;-2713.948158;-0.256879;4.173400;1.777210;0.111670;-0.179500;-0.067830;633.179177
RIKGEZ;-2370.607464;-0.129479;4.585300;1.492010;0.118480;-0.175560;-0.057080;368.562079
BEPDAD;-2349.999478;-0.267506;2.687400;1.860850;0.111890;-0.155350;-0.043460;631.430509
RILRUC;-2089.174655;-0.247974;6.838700;1.844930;0.093460;-0.152380;-0.058920;583.806247
OVAHUP;-2111.482739;-0.224942;0.768100;1.942280;0.121840;-0.189610;-0.067770;572.422137
HUDGIY;-3886.086800;-0.224781;4.096200;1.710010;0.129390;-0.187440;-0.058050;607.676945
NAHNOB;-2198.741225;-0.129462;1.403700;1.528350;0.151130;-0.224940;-0.073810;353.702697
XIDCOD;-4202.532408;-0.300987;8.597000;1.696960;0.140170;-0.198640;-0.058470;720.845789
COWZIY;-1915.522238;-0.184910;4.282100;1.938500;0.099600;-0.160520;-0.060920;486.810508
NAXYUJ;-3487.929737;-0.280913;3.060900;1.436660;0.123070;-0.182260;-0.059190;672.277600
ZERWEB;-1106.948365;-0.120678;5.276100;1.880780;0.135070;-0.294520;-0.159450;306.004811
AXOMOP;-1726.711277;-0.130983;0.736400;1.640660;0.132180;-0.166510;-0.034330;353.422274
OCEKUF;-2992.494738;-0.132098;0.072800;1.605490;0.107770;-0.096120;0.011650;426.349921
CABCOZ;-2153.632276;-0.214493;4.396000;1.990160;0.155790;-0.194740;-0.038950;535.433591
TAMVEK;-2878.664297;-0.303854;1.760000;1.907110;0.107830;-0.071340;0.036490;783.543980
MOMKIJ;-2905.082616;-0.188050;3.426800;1.465550;0.091830;-0.183800;-0.091970;508.168750
DEKQAN;-4067.079109;-0.307657;18.911500;1.509280;0.152170;-0.221840;-0.069670;735.684865
WUYKIL;-2072.227790;-0.173842;1.837500;1.511030;0.088740;-0.164100;-0.075360;454.043249
ABEVAG;-8416.615647;-0.062777;2.085200;1.001160;0.180380;-0.197750;-0.017370;262.988421
IKERUM;-1218.291452;-0.122161;2.757900;1.710800;0.130270;-0.165220;-0.034950;338.295015
ZAVZEE;-4085.754388;-0.379731;10.414200;1.203390;0.013730;-0.128220;-0.114490;848.529575
XIQQIZ;-1203.354757;-0.135455;1.681600;1.863070;0.138600;-0.166980;-0.028380;348.244827
RUXSIO;-3552.084263;-0.249437;5.323000;1.169760;0.092570;-0.154350;-0.061780;588.034505
REYVOI;-2227.429616;-0.187241;2.035100;1.558370;0.118000;-0.154990;-0.036990;469.526338
JIKVIL;-2382.866193;-0.174105;8.602500;1.825790;0.143780;-0.179950;-0.036170;484.893047
JUKGUR;-2603.332118;-0.079571;1.826400;0.735060;0.188110;-0.347070;-0.158960;226.274816
JACPEI;-2705.967122;-0.262331;3.068400;1.337130;0.182880;-0.201100;-0.018220;554.166148
KALVEA;-1892.781640;-0.152645;1.090700;1.486640;0.168950;-0.174840;-0.005890;374.436817
ZEYFEO;-2007.805028;-0.117863;4.716400;0.805890;0.113910;-0.200100;-0.086190;318.422011
UMAGUM;-2845.381637;-0.179509;4.506400;0.883220;0.108900;-0.190540;-0.081640;496.474474
VORVUV;-2725.531888;-0.091975;8.567500;0.205260;0.124250;-0.201280;-0.077030;285.078847
FEKHIM;-1860.242282;-0.072769;0.245500;0.527750;0.116500;-0.215900;-0.099400;212.631166
VALPON;-1252.578592;-0.173936;12.881700;1.480640;0.118060;-0.207790;-0.089730;393.653638
HALFEG;-1239.647926;-0.134131;5.143100;2.082400;0.160450;-0.175540;-0.015090;336.694412
PODMEA;-2086.530790;-0.126612;3.531800;0.804870;0.116570;-0.189940;-0.073370;348.388162
HUYNIY;-1644.145411;-0.078720;6.196600;0.740780;0.121310;-0.193690;-0.072380;225.059510
USEHAC;-1853.970827;-0.098527;10.749700;1.098130;0.149410;-0.234360;-0.084950;265.735019
LIXMEK;-2860.381804;-0.191411;7.692400;1.347380;0.109170;-0.190670;-0.081500;456.125502
RIQHOQ;-1509.752630;-0.149033;2.427700;1.879820;0.105450;-0.158620;-0.053170;366.651388
IZICOJ;-2044.727351;-0.117803;4.113000;0.837320;0.115390;-0.197930;-0.082540;324.321916
PADXUN;-3898.754696;-0.129093;4.213500;0.711340;0.099530;-0.172540;-0.073010;313.711288
VACRUO;-7259.364117;-0.176712;9.028000;1.024500;0.188250;-0.243620;-0.055370;492.953591
LUJMEJ;-3737.975808;-0.194059;8.647800;0.445510;0.124920;-0.211210;-0.086290;482.247506
OFAJUA;-2782.896071;-0.141370;4.841200;0.245880;0.103820;-0.189670;-0.085850;326.278197
DOGDUA;-2633.220671;-0.160950;8.473300;1.170410;0.104220;-0.208350;-0.104130;412.875483
YOGWUN;-2445.331920;-0.079081;3.194100;0.240160;0.120660;-0.201490;-0.080830;228.570850
QAJGOY;-1738.805476;-0.090594;4.214900;0.823210;0.114020;-0.194730;-0.080710;244.989463
JOPQEK;-2657.431940;-0.173418;3.287400;1.289270;0.126770;-0.191230;-0.064460;445.257182
XUWRUD;-4093.215128;-0.263623;4.880000;0.638100;0.109630;-0.192850;-0.083220;645.759166
TACZUT;-3497.072563;-0.173761;7.741800;0.977970;0.120920;-0.176320;-0.055400;417.415008
HEFSES;-1723.731006;-0.095625;5.603400;1.290110;0.157870;-0.213990;-0.056120;257.926776
QATGID;-3213.767287;-0.144670;4.194800;0.561790;0.058470;-0.168260;-0.109790;442.560467
YEVBEH;-1512.307098;-0.173491;2.557100;2.038480;0.149480;-0.164660;-0.015180;409.980719
AKALII;-2703.885571;-0.183768;4.902600;0.871970;0.128480;-0.180510;-0.052030;477.736329
HAFVER;-2573.925464;-0.182480;7.274900;1.370790;0.167080;-0.195550;-0.028470;425.712487
PETXER;-1442.283694;-0.147697;2.621600;1.228000;0.117850;-0.193840;-0.075990;400.487048
NEYWUK;-3136.048657;-0.357541;0.251100;1.767080;0.125770;-0.181390;-0.055620;804.738093
ZUBTAR;-2050.906508;-0.134532;3.438200;0.986580;0.068000;-0.164660;-0.096660;363.176062
MILMIF;-2884.308188;-0.197924;3.125000;0.805100;0.124140;-0.175070;-0.050930;475.954968
GAVSED;-2280.442578;-0.165556;5.046000;1.015350;0.136990;-0.206450;-0.069460;404.748324
YUPBUG;-1670.521711;-0.071386;3.786600;0.661790;0.140340;-0.209360;-0.069020;187.917956
IDUYEN;-2319.470548;-0.171389;1.669700;1.298130;0.088040;-0.167790;-0.079750;463.142140
HISWUB;-2348.067694;-0.151874;0.334200;0.349530;0.090810;-0.160380;-0.069570;410.418768
ULONIS;-2773.527879;-0.073194;6.152800;0.110700;0.123980;-0.226570;-0.102590;202.382987
LIBCOP;-2025.713891;-0.241315;2.268800;1.569930;0.095250;-0.168810;-0.073560;560.915324
FOVDUR;-1584.148724;-0.134198;1.589000;1.669050;0.117400;-0.182090;-0.064690;367.367153
YOZDIA;-1744.830106;-0.098206;4.910500;0.783730;0.136700;-0.219540;-0.082840;252.435569
SIKVAL;-2606.415286;-0.185390;3.656200;1.004590;0.110270;-0.179810;-0.069540;476.564513
ANAWUI;-2835.312212;-0.164756;2.741700;0.557180;0.116270;-0.175500;-0.059230;390.620701
YUMPAX;-5215.954560;-0.401584;0.006900;0.657240;0.172360;-0.251050;-0.078690;896.341578
BINHUC;-12488.669706;-0.165449;0.005000;-0.645210;0.154980;-0.218780;-0.063800;439.618216
IQAXON;-2469.909860;-0.123500;3.100300;0.405530;0.113720;-0.197690;-0.083970;330.116732
BUFKAQ;-2339.084433;-0.149849;4.060300;0.996680;0.160290;-0.226890;-0.066600;378.660692
CIBKEE;-2422.809222;-0.140189;6.056300;0.932810;0.123970;-0.186960;-0.062990;391.224672
RERQUA;-1818.586873;-0.106900;3.962800;0.824200;0.116700;-0.195480;-0.078780;273.219184
GILNIZ;-2531.627496;-0.079827;6.939500;0.298160;0.090530;-0.191370;-0.100840;254.765330
QISMEK;-2399.148054;-0.111342;2.426400;0.570650;0.138480;-0.210790;-0.072310;284.635542
KIHLES;-1458.604987;-0.155520;3.475500;1.222940;0.133800;-0.179140;-0.045340;387.098483
RERQIO;-1779.300435;-0.099185;4.083500;0.809740;0.122020;-0.195880;-0.073860;261.582225
ZIRRUN;-1603.795039;-0.111030;3.701600;1.183290;0.116040;-0.171620;-0.055580;308.083735
RIRXEV;-1740.375379;-0.082656;3.701200;0.879740;0.152600;-0.168610;-0.016010;226.804244
NOPWUL;-2365.608106;-0.198419;1.829600;1.536650;0.124610;-0.191040;-0.066430;475.361056
NURGOW;-1917.602804;-0.090127;4.799800;0.794720;0.137380;-0.212950;-0.075570;247.601699
PICGEO;-2610.498626;-0.183613;3.145200;1.071230;0.160940;-0.201580;-0.040640;459.854889
BOGPUI;-2860.336476;-0.143379;4.370300;0.138960;0.112250;-0.201910;-0.089660;340.252854
POVPOG;-1467.171006;-0.160554;4.357700;1.942010;0.105710;-0.164600;-0.058890;396.754970
EPUPEL;-2730.641998;-0.191804;5.156900;0.852550;0.085030;-0.166100;-0.081070;476.712568
LIWXIY;-2380.298852;-0.146359;4.009200;1.006740;0.099890;-0.185580;-0.085690;401.104509
EQOFOH;-1441.948344;-0.135812;0.920900;1.680020;0.148490;-0.205980;-0.057490;352.142422
RODSEL;-5146.189529;-0.183629;5.004700;0.374210;0.127890;-0.182370;-0.054480;428.716151
TEBRAT;-2983.589861;-0.256675;4.935000;1.903370;0.113590;-0.177560;-0.063970;607.803701
LUVTOM;-1958.791131;-0.177544;2.715200;1.631480;0.104460;-0.163170;-0.058710;428.635391
HAFVAN;-2326.887366;-0.208482;4.599500;1.765370;0.155360;-0.174770;-0.019410;470.411760
DIDPEL;-1235.351914;-0.108243;2.281200;1.286670;0.103350;-0.175240;-0.071890;295.155377
FICCEA;-1657.246708;-0.162766;3.571700;0.304320;0.065160;-0.147310;-0.082150;374.896483
NEFLUH;-1037.066955;-0.082096;4.688100;0.562730;0.112170;-0.154740;-0.042570;226.179902
RUNPIA;-3100.605985;-0.251240;2.830900;0.824660;0.096270;-0.174320;-0.078050;569.176579
KADKUW;-2213.941481;-0.162840;5.493400;0.800670;0.149930;-0.215320;-0.065390;381.587182
GOHWUW;-1415.176283;-0.183595;8.761200;1.367250;0.102070;-0.187220;-0.085150;413.353249
FODSAS;-2377.591523;-0.141088;9.459100;0.846460;0.103860;-0.176260;-0.072400;359.924171
JILMAV;-1781.491901;-0.156112;4.177500;1.788770;0.151270;-0.175860;-0.024590;374.004731
HIKBIO;-1935.339043;-0.074242;5.550200;0.677100;0.161760;-0.250200;-0.088440;208.651182
WUHZIJ;-3240.377538;-0.151276;5.484800;0.434250;0.107000;-0.206310;-0.099310;405.114816
GIPWAD;-1699.157309;-0.101423;3.092300;0.672050;0.146560;-0.343640;-0.197080;265.945252
RAPDEU;-1984.185705;-0.203155;1.622200;2.011120;0.169960;-0.182920;-0.012960;493.236513
OHUPAK;-1935.126529;-0.121654;2.390200;0.720710;0.102080;-0.165540;-0.063460;317.075780
PONDOL;-1004.984310;-0.079234;3.103400;1.328180;0.138140;-0.337250;-0.199110;228.995816
KIFFOV;-1573.584616;-0.107038;2.428200;1.379520;0.155130;-0.194300;-0.039170;270.988336
WARWAN;-2312.790683;-0.063271;5.395400;-0.020540;0.138530;-0.221460;-0.082930;186.549658
QAHREW;-1816.159207;-0.102308;4.042000;0.839990;0.120300;-0.200120;-0.079820;267.302703
GIVYER;-3078.178491;-0.141600;3.577400;0.325360;0.091620;-0.201920;-0.110300;380.146025
RETVER;-2268.064759;-0.241112;2.073000;1.174890;0.096140;-0.163520;-0.067380;557.297150
XEHFUM;-4118.204253;-0.064810;3.232400;0.347150;0.117970;-0.197530;-0.079560;197.453415
QUHDUT;-3451.781044;-0.173902;3.698300;1.081360;0.107470;-0.183510;-0.076040;473.710577
BOPNAW;-2532.564042;-0.169262;8.483500;1.818140;0.101750;-0.173100;-0.071350;414.388842
MURHAI;-2606.253209;-0.106365;2.727500;0.355020;0.120680;-0.201890;-0.081210;292.842783
BIJLAI;-2998.471590;-0.121068;5.381300;0.237780;0.129920;-0.201110;-0.071190;306.092344
MIVMUZ;-2249.056185;-0.148543;0.396300;0.459180;0.136980;-0.185160;-0.048180;353.745071
FOMMAV;-2292.208218;-0.059689;1.063100;0.301240;0.121830;-0.221030;-0.099200;181.767418
JIMFIU;-1476.724684;-0.112555;3.928100;0.560390;0.126710;-0.157220;-0.030510;289.422686
XIKGII;-6680.662804;-0.077613;5.608700;-0.053960;0.086150;-0.196360;-0.110210;237.448495
HEFROB;-1762.060178;-0.105100;5.617500;1.054080;0.145810;-0.211870;-0.066060;268.397704
DIBGOK;-1968.606430;-0.112428;1.129800;0.536140;0.106820;-0.184150;-0.077330;305.145107
SIMDEA;-2116.439236;-0.188320;1.756400;1.747960;0.113680;-0.172190;-0.058510;501.334630
AGITIU;-1621.161092;-0.160173;2.457200;1.817420;0.167320;-0.191680;-0.024360;391.093812
CESDAG;-3175.153373;-0.130186;7.477400;0.253770;0.126650;-0.181350;-0.054700;348.908346
GAXSON;-3242.955091;-0.072356;3.896500;1.016200;0.085510;-0.167510;-0.082000;210.174528
GALZAU;-1959.067222;-0.110112;13.789300;0.732170;0.040510;-0.086530;-0.046020;279.707963
EMOLIB;-1488.052566;-0.117215;2.560300;1.274450;0.146500;-0.205570;-0.059070;328.293530
HOWHOR;-1968.793164;-0.157795;0.029700;2.002890;0.201470;-0.213080;-0.011610;424.854321
FIGSAP;-2192.261928;-0.049082;5.138400;0.123040;0.153870;-0.221790;-0.067920;157.597327
YIJTOB;-4133.621532;-0.225083;4.621700;0.560670;0.063180;-0.157960;-0.094780;535.398133
OMABEJ;-2561.304862;-0.262653;7.728400;1.774050;0.136860;-0.196630;-0.059770;610.294774
YUPVUA;-1580.390273;-0.159341;0.938500;1.614550;0.120670;-0.165850;-0.045180;379.162619
YEDMAX;-1012.980425;-0.120259;9.957900;1.344010;0.144720;-0.228420;-0.083700;305.702359
USEKIN;-3463.954088;-0.154536;5.631000;0.291790;0.123870;-0.187490;-0.063620;360.964864
VUFYAX;-1626.775859;-0.181535;3.057400;1.821970;0.134300;-0.158930;-0.024630;442.462593
BIJVEW;-1147.202987;-0.068576;6.467900;0.412300;0.094000;-0.193460;-0.099460;219.836649
TOMFIK;-1929.222405;-0.114460;2.662100;0.800620;0.116180;-0.186410;-0.070230;292.166418
VIQMUE;-3996.458979;-0.224781;5.215500;0.519920;0.140380;-0.216420;-0.076040;591.730936
JANWEB;-2680.982282;-0.173165;6.808200;0.784280;0.111670;-0.197380;-0.085710;423.302001
GINJOC;-3236.638317;-0.179059;7.604000;1.308670;0.118640;-0.202010;-0.083370;446.581213
OZUCES;-2756.881209;-0.124480;2.951200;1.789670;0.162670;-0.105410;0.057260;361.730424
ZUXZIB;-1877.151806;-0.089718;2.915400;0.954020;0.164370;-0.206010;-0.041640;241.229896
DAMVUK;-2520.162773;-0.128677;6.073600;0.279020;0.062940;-0.144450;-0.081510;351.505992
ICEHAZ;-2088.340535;-0.118970;9.118000;0.832490;0.134220;-0.338970;-0.204750;279.664964
NONTEP;-3299.364862;-0.069273;2.095900;0.132480;0.116270;-0.231060;-0.114790;231.498692
WIKYOF;-2168.666541;-0.099862;6.175000;0.593980;0.083040;-0.162260;-0.079220;286.862864
GAWQIE;-1467.235026;-0.081260;2.757400;0.632010;0.128180;-0.190660;-0.062480;231.710948
BEHVUF;-3531.107664;-0.225032;26.237500;0.846340;0.129700;-0.194470;-0.064770;569.066678
COGSID;-2112.478054;-0.167816;3.206400;1.587230;0.093650;-0.171920;-0.078270;438.415333
WEKMUU;-1867.368143;-0.134049;1.156300;1.431240;0.124250;-0.204160;-0.079910;408.708848
XOWLEA;-1947.078757;-0.102442;3.882700;0.826710;0.159180;-0.181330;-0.022150;273.081485
MITVOA;-1788.023568;-0.194649;7.221200;1.856550;0.124320;-0.194300;-0.069980;479.180546
WAYHUC;-2202.262981;-0.143758;1.269600;1.054130;0.132410;-0.185260;-0.052850;369.487733
XEQRUI;-3386.457076;-0.262679;7.336300;1.379330;0.129660;-0.186730;-0.057070;630.933928
QEWPUD;-2013.863104;-0.134568;3.438000;0.889780;0.094700;-0.186160;-0.091460;326.065555
ZUXFAZ;-3137.205658;-0.179391;1.035400;1.236200;0.112420;-0.205160;-0.092740;448.699310
SEFCIP;-1166.346163;-0.098972;5.650300;0.843250;0.117440;-0.137970;-0.020530;258.156892
XOBHOM;-1704.182220;-0.091923;2.284400;0.506120;0.137470;-0.207890;-0.070420;255.265500
COQLEA;-2984.004472;-0.208337;2.634100;0.584010;0.085750;-0.179030;-0.093280;518.521861
XECXAE;-3453.355702;-0.206207;15.445300;1.328980;0.078970;-0.208170;-0.129200;498.783456
ZAGTEG;-3228.137395;-0.183225;4.494900;0.656200;0.110490;-0.202570;-0.092080;467.934669
GAFKOO;-2947.495277;-0.095088;6.988300;-0.809970;0.156790;-0.174120;-0.017330;249.075452
OZEQER;-5291.194092;-0.212696;2.031100;0.909270;0.130300;-0.161570;-0.031270;531.220429
OWEXEV;-1398.356511;-0.105244;2.911000;1.041650;0.117960;-0.164470;-0.046510;263.387241
SIKTOX;-3505.822859;-0.188571;7.941400;0.520680;0.116160;-0.205410;-0.089250;498.196814
RERHIF;-901.774047;-0.071767;1.123500;1.086340;0.133600;-0.204680;-0.071080;252.775181
ZIMYAV;-1440.451394;-0.154967;2.448200;1.709170;0.143680;-0.181410;-0.037730;373.529061
CIXTAG;-3228.922226;-0.137280;7.986800;0.424790;0.080660;-0.179710;-0.099050;351.028448
KUMBAX;-3715.088483;-0.120992;4.496000;0.359640;0.105570;-0.216740;-0.111170;340.190515
FAPCAB;-4404.328483;-0.287831;7.709600;1.680770;0.105610;-0.208660;-0.103050;596.152366
CIBJUT;-2806.072501;-0.192114;5.359700;0.948230;0.154550;-0.211140;-0.056590;493.352595
FOVFIH;-2388.528503;-0.194492;6.001300;1.737980;0.120510;-0.185580;-0.065070;512.338152
JEXYUJ;-1883.806280;-0.089510;1.337900;0.318530;0.105680;-0.189550;-0.083870;272.644175
UWIJIV;-1914.447551;-0.115697;3.069800;0.853290;0.117130;-0.187840;-0.070710;294.292992
OCOBIT;-1125.088825;-0.153804;8.997900;1.426190;0.099380;-0.185020;-0.085640;343.826031
USEKAF;-3176.425268;-0.133806;4.720100;0.326330;0.112850;-0.201710;-0.088860;336.073772
DOFFAF;-1551.749392;-0.073297;4.885000;1.136270;0.142920;-0.210210;-0.067290;205.351193
DAPQOA;-2774.989030;-0.101199;0.005100;0.652170;0.136390;-0.222380;-0.085990;301.142048
YACTAZ;-3569.089973;-0.179410;3.999700;0.851220;0.080720;-0.188500;-0.107780;471.308060
SIGPIJ;-3788.442435;-0.249747;10.401100;0.832140;0.077760;-0.166370;-0.088610;597.442846
OVEWES;-2818.536722;-0.236801;4.624000;1.191450;0.130260;-0.220320;-0.090060;559.241891
BIXZAM;-1157.295914;-0.141985;1.123800;1.434790;0.124650;-0.163370;-0.038720;327.188938
CIGFUU;-2130.568035;-0.152665;4.411500;0.892920;0.133740;-0.204810;-0.071070;364.109886
BECPEF;-5290.436408;-0.181274;5.271800;0.772820;0.150410;-0.184210;-0.033800;424.096300
BIPPAU;-2526.186778;-0.116221;1.408200;0.880240;0.095350;-0.199810;-0.104460;391.829046
UGOZOH;-2488.777809;-0.123024;2.091000;0.061500;0.099810;-0.148140;-0.048330;319.611725
MOMQEK;-2014.432309;-0.099371;3.034600;1.261600;0.138180;-0.205520;-0.067340;279.708985
FALFAA;-2462.879272;-0.157065;9.233200;1.186130;0.108580;-0.216720;-0.108140;425.558147
QUBHIG;-1749.259109;-0.150097;2.802900;0.612740;0.092320;-0.143060;-0.050740;362.054463
NOJXEQ;-3349.644385;-0.242906;5.153300;0.730670;0.083830;-0.151880;-0.068050;577.049023
WEVGAF;-2152.840814;-0.253743;2.681200;1.741440;0.131670;-0.182500;-0.050830;577.513617
NECROC;-2353.093042;-0.168344;4.132700;1.108610;0.115920;-0.185690;-0.069770;422.957525
FIGQUH;-2491.335591;-0.158998;4.117900;0.828360;0.100070;-0.192130;-0.092060;396.120035
JUMHAA;-1298.886853;-0.086901;4.634400;0.956020;0.127930;-0.181550;-0.053620;237.213663
NICKOB;-2550.742177;-0.169987;0.094600;1.050410;0.140880;-0.180210;-0.039330;424.579724
WUXWUH;-960.700736;-0.052809;4.279900;0.746820;0.165500;-0.223480;-0.057980;164.799986
WOPLOD;-2830.074995;-0.107855;6.618100;0.235460;0.141030;-0.204040;-0.063010;271.872567
SIGTAE;-3574.587451;-0.141637;9.578600;0.855320;0.122980;-0.224960;-0.101980;367.432339
KIYGOP;-2917.657172;-0.078402;5.103300;0.453370;0.122090;-0.226410;-0.104320;256.298841
NEYCID;-7651.970249;-0.053303;4.214400;-0.243260;0.117310;-0.240640;-0.123330;195.579019
QOHWAL;-4075.996442;-0.304504;0.015700;0.604430;0.026450;-0.121200;-0.094750;754.975823
SEBHAK;-2588.407228;-0.264657;2.392900;1.848650;0.173580;-0.234260;-0.060680;566.768387
SEPXET;-1245.626118;-0.132311;5.081600;1.998510;0.109010;-0.192650;-0.083640;354.684127
DOGFIQ;-2592.704702;-0.151974;9.001400;1.164260;0.093810;-0.207180;-0.113370;400.440138
QIFWUZ;-1927.142250;-0.093026;1.497000;0.644010;0.131560;-0.192900;-0.061340;280.576947
PAYREN;-1160.468695;-0.127389;9.582600;1.357400;0.108440;-0.212180;-0.103740;327.008516
NURMAP;-2489.093759;-0.141507;3.822000;0.594490;0.115040;-0.177220;-0.062180;332.429110
